address,city,state,zipcode,location,coordinates,latitude,longitude
638 Camino de Los Mares,San Clemente,California (CA),92673,"638 Camino de Los Mares, San Clemente, CA, 92673, US","638 Camino de los Mares, San Clemente, California, 92673",33.457827993416146,-117.65139503295133
13480 Highlands Place,San Diego,California (CA),92130,"13480 Highlands Place, San Diego, CA, 92130, US","13480 Highlands Pl, San Diego, California, 92130",32.96114499352926,-117.19134597908302
1072 Camino Del Rio North,San Diego,California (CA),92108,"1072 Camino Del Rio North, San Diego, CA, 92108, US","1072 Camino del Rio N, San Diego, California, 92108",32.76546189625985,-117.15587738749761
11955 Carmel Mountain Rd,San Diego,California (CA),92128,"11955 Carmel Mountain Rd, San Diego, CA, 92128, US","11955 Carmel Mountain Rd, San Diego, California, 92128",32.98199900099169,-117.07485797678812
1090 University Avenue,San Diego,California (CA),92103,"1090 University Avenue, San Diego, CA, 92103, US","1090 University Ave, San Diego, California, 92103",32.749873005202915,-117.15379102954353
1640 Garnet Ave,San Diego,California (CA),92109,"1640 Garnet Ave, San Diego, CA, 92109, US","1640 Garnet Ave, San Diego, California, 92109",32.80065799262405,-117.24060097580804
2401 Truxtun Rd,San Diego,California (CA),92106,"2401 Truxtun Rd, San Diego, CA, 92106, US","2401 Truxtun Rd, San Diego, California, 92106",32.7357629932164,-117.21663602498202
5140 College Ave,San Diego,California (CA),92115,"5140 College Ave, San Diego, CA, 92115, US","5140 College Ave, San Diego, California, 92115",32.7718920133877,-117.07032998887371
9850 Hibert St,San Diego,California (CA),92131,"9850 Hibert St, San Diego, CA, 92131, US","9850 Hibert St, San Diego, California, 92131",32.91430201517153,-117.1151799602039
856 W Arrow Hwy,San Dimas,California (CA),91773,"856 W Arrow Hwy, San Dimas, CA, 91773, US","856 W Arrow Hwy, San Dimas, California, 91773",34.10363301360218,-117.82221604037201
3 Masonic Ave,San Francisco,California (CA),94118,"3 Masonic Ave, San Francisco, CA, 94118, US","3 Masonic Ave, San Francisco, California, 94118",37.783388000812096,-122.44784600215398
555 9th St,San Francisco,California (CA),94103,"555 9th St, San Francisco, CA, 94103, US","555 9th St, San Francisco, California, 94103",37.771014006701776,-122.4073260381852
1095 Hyde St,San Francisco,California (CA),94109,"1095 Hyde St, San Francisco, CA, 94109, US","1095 Hyde St, San Francisco, California, 94109",37.790610016226125,-122.41797901802602
401 Bay St,San Francisco,California (CA),94133,"401 Bay St, San Francisco, CA, 94133, US","401 Bay St, San Francisco, California, 94133",37.80538001926867,-122.41435996369196
10 4th Street,San Francisco,California (CA),94103,"10 4th Street, San Francisco, CA, 94103, US","10 4th St, San Francisco, California, 94103",37.78511002090997,-122.4057560239014
265 Winston Dr,San Francisco,California (CA),94132,"265 Winston Dr, San Francisco, CA, 94132, US","265 Winston Dr, San Francisco, California, 94132",37.72660098398411,-122.47662803273491
7250 Bollinger Rd,San Jose,California (CA),95129,"7250 Bollinger Rd, San Jose, CA, 95129, US","7250 Bollinger Rd, San Jose, California, 95129",37.31177799744148,-122.03093499971132
635 Coleman Ave,San Jose,California (CA),95110,"635 Coleman Ave, San Jose, CA, 95110, US","635 Coleman Ave, San Jose, California, 95110",37.34099601271609,-121.90938600427909
5353 Almaden Expressway #J-38,San Jose,California (CA),95118,"5353 Almaden Expressway #J-38, San Jose, CA, 95118, US","5353 Almaden Expy, San Jose, California, 95118",37.25328899326422,-121.87791899865397
5269 Prospect,San Jose,California (CA),95129,"5269 Prospect, San Jose, CA, 95129, US","5269 Prospect Rd, San Jose, California, 95129",37.29395098858231,-121.99475099425518
32151 Camino Capistrano,San Juan Capistrano,California (CA),92675,"32151 Camino Capistrano, San Juan Capistrano, CA, 92675, US","32151 Camino Capistrano, San Juan Capistrano, California, 92675",33.49586201063164,-117.6635249879507
3977 Higuera Street,San Luis Obispo,California (CA),93401,"3977 Higuera Street, San Luis Obispo, CA, 93401, US","3977 S Higuera St, San Luis Obispo, California, 93401",35.24501998687397,-120.67327698724031
1820-22 S Grant Street,San Mateo,California (CA),94402,"1820-22 S Grant Street, San Mateo, CA, 94402, US","1820 S Grant St, San Mateo, California, 94402",37.554564013869765,-122.30261402311857
45 W Hillsdale Blvd,San Mateo,California (CA),94403,"45 W Hillsdale Blvd, San Mateo, CA, 94403, US","45 W Hillsdale Blvd, San Mateo, California, 94403",37.5353420048651,-122.29837101991212
337 3rd St,San Rafael,California (CA),94901,"337 3rd St, San Rafael, CA, 94901, US","337 3rd St, San Rafael, California, 94901",37.96954898069126,-122.51634903369302
300 Market Place,San Ramon,California (CA),94583,"300 Market Place, San Ramon, CA, 94583, US","300 Market Pl, San Ramon, California, 94583",37.76348959162386,-121.94983721472968
3329 S Bristol St,Santa Ana,California (CA),92704,"3329 S Bristol St, Santa Ana, CA, 92704, US","3329 S Bristol St, Santa Ana, California, 92704",33.70096299038313,-117.8848170386091
3025 De La Vina St,Santa Barbara,California (CA),93105,"3025 De La Vina St, Santa Barbara, CA, 93105, US","3025 De la Vina St, Santa Barbara, California, 93105",34.43890599740618,-119.72893900225355
222 North Milpas Street,Santa Barbara,California (CA),93103,"222 North Milpas Street, Santa Barbara, CA, 93103, US","222 N Milpas St, Santa Barbara, California, 93103",34.42417585719662,-119.68229956743696
26517 Bouquet Canyon Rd,Santa Clarita,California (CA),91350,"26517 Bouquet Canyon Rd, Santa Clarita, CA, 91350, US","26517 Bouquet Canyon Rd, Santa Clarita, California, 91350",34.42816663409725,-118.53662778667311
700 Front St,Santa Cruz,California (CA),95060,"700 Front St, Santa Cruz, CA, 95060, US","700 Front St, Santa Cruz, California, 95060",36.974551988288084,-122.02430198063342
1303 S Bradley Rd,Santa Maria,California (CA),93454,"1303 S Bradley Rd, Santa Maria, CA, 93454, US","1303 S Bradley Rd, Santa Maria, California, 93454",34.937701991264575,-120.42129702885696
500 S. Broadway,Santa Monica,California (CA),90401,"500 S. Broadway, Santa Monica, CA, 90401, US","500 Broadway, Santa Monica, California, 90401",34.015757014982285,-118.49200797197037
3212 Pico Blvd,Santa Monica,California (CA),90405,"3212 Pico Blvd, Santa Monica, CA, 90405, US","3212 Pico Blvd, Santa Monica, California, 90405",34.026334012870834,-118.45584299343444
2300 Wilshire Blvd #101,Santa Monica,California (CA),90403,"2300 Wilshire Blvd #101, Santa Monica, CA, 90403, US","2300 Wilshire Blvd, Ste 101, Santa Monica, California, 90403",34.033366010539865,-118.48020600084226
2100 Santa Rosa Ave,Santa Rosa,California (CA),95407,"2100 Santa Rosa Ave, Santa Rosa, CA, 95407, US","2100 Santa Rosa Ave, Santa Rosa, California, 95407",38.41748945341328,-122.71212673872343
3225 Cleveland Ave,Santa Rosa,California (CA),95403,"3225 Cleveland Ave, Santa Rosa, CA, 95403, US","3225 Cleveland Ave, Santa Rosa, California, 95403",38.47359087247102,-122.73217717312843
14119 Riverside Dr,Sherman Oaks,California (CA),91423,"14119 Riverside Dr, Sherman Oaks, CA, 91423, US","14119 Riverside Dr, Sherman Oaks, California, 91423",34.15797901067789,-118.44082295822018
2975-A Cochran St,Simi Valley,California (CA),93065,"2975-A Cochran St, Simi Valley, CA, 93065, US","2975 Cochran St, Simi Valley, California, 93065",34.28107798764532,-118.738493006089
301 MC Lellan Dr,South San Francisco,California (CA),94080,"301 MC Lellan Dr, South San Francisco, CA, 94080, US","301 Mc Lellan Dr, South San Francisco, California, 94080",37.664932011470626,-122.44614296706679
613 Mission St,S. Pasadena,California (CA),91030,"613 Mission St, S. Pasadena, CA, 91030, US","613 Mission St, South Pasadena, California, 91030",34.11529400111888,-118.16292799923706
6535 Pacific Ave,Stockton,California (CA),95207,"6535 Pacific Ave, Stockton, CA, 95207, US","6535 Pacific Ave, Stockton, California, 95207",38.00952264878113,-121.32015177876733
11976 Ventura Blvd,Studio City,California (CA),91604,"11976 Ventura Blvd, Studio City, CA, 91604, US","11976 Ventura Blvd, Studio City, California, 91604",34.14287599462219,-118.39331298991726
316 West El Camino Real,Sunnyvale,California (CA),94087,"316 West El Camino Real, Sunnyvale, CA, 94087, US","316 W El Camino Real, Sunnyvale, California, 94087",37.3681659937688,-122.03610101809544
40665 Winchester Rd,Temecula,California (CA),92591,"40665 Winchester Rd, Temecula, CA, 92591, US","40665 Winchester Rd, Temecula, California, 92591",33.528870993074435,-117.15610502155317
1111 Rossi Road,Templeton,California (CA),93465,"1111 Rossi Road, Templeton, CA, 93465, US","1111 Rossi Rd, Templeton, California, 93465",35.54194601510741,-120.71517803739532
125 N Reino Road,Thousand Oaks,California (CA),91320,"125 N Reino Road, Thousand Oaks, CA, 91320, US","125 N Reino Rd, Newbury Park, California, 91320",34.1799349869508,-118.95362997378857
451 Avenida De Los Arboles,Thousand Oaks,California (CA),91360,"451 Avenida De Los Arboles, Thousand Oaks, CA, 91360, US","451 E Avenida de los Arboles, Thousand Oaks, California, 91360",34.218794998814715,-118.86917198955508
10130 Riverside Dr,Toluca Lake,California (CA),91602,"10130 Riverside Dr, Toluca Lake, CA, 91602, US","10130 Riverside Dr, Toluca Lake, California, 91602",34.15190699237954,-118.35191896108535
19720 Hawthorne Blvd,Torrance,California (CA),90503,"19720 Hawthorne Blvd, Torrance, CA, 90503, US","19720 Hawthorne Blvd, Torrance, California, 90503",33.852270005202044,-118.35325696428924
2545 Pacific Coast Hwy,Torrance,California (CA),90505,"2545 Pacific Coast Hwy, Torrance, CA, 90505, US","2545 Pacific Coast Hwy, Torrance, California, 90505",33.79064298411396,-118.32986198287917
1198 Irvine Blvd.,Tustin,California (CA),92780,"1198 Irvine Blvd., Tustin, CA, 92780, US","1198 Irvine Blvd, Tustin, California, 92780",33.74782431037153,-117.8089724292744
1795 S. Victoria Ave,Ventura,California (CA),93003,"1795 S. Victoria Ave, Ventura, CA, 93003, US","1795 S Victoria Ave, Ventura, California, 93003",34.25726198323875,-119.2117859698887
103 S Mills Rd,Ventura,California (CA),93003,"103 S Mills Rd, Ventura, CA, 93003, US","103 S Mills Rd, Ventura, California, 93003",34.271672989368284,-119.24920597078707
1372 S California Blvd,Walnut Creek,California (CA),94596,"1372 S California Blvd, Walnut Creek, CA, 94596, US","1372 S California Blvd, Walnut Creek, California, 94596",37.89309001429616,-122.06049202105984
8645 S Sepulveda,Westchester,California (CA),90045,"8645 S Sepulveda, Westchester, CA, 90045, US","8645 S Sepulveda Blvd, Los Angeles, California, 90045",33.958626004847986,-118.39667899459445
6751 Fallbrook Ave,West Hills,California (CA),91307,"6751 Fallbrook Ave, West Hills, CA, 91307, US","6751 Fallbrook Ave, West Hills, California, 91307",34.192961009309144,-118.62581600371087
8611 Santa Monica Blvd,West Hollywood,California (CA),90069,"8611 Santa Monica Blvd, West Hollywood, CA, 90069, US","8611 Santa Monica Blvd, West Hollywood, California, 90069",34.08807201035697,-118.37981896399512
7310 Santa Monica Blvd,West Hollywood,California (CA),90046,"7310 Santa Monica Blvd, West Hollywood, CA, 90046, US","7310 Santa Monica Blvd, West Hollywood, California, 90046",34.090022982140084,-118.34926198159775
3835 E Thousand Oaks Blvd,Westlake Village,California (CA),91362,"3835 E Thousand Oaks Blvd, Westlake Village, CA, 91362, US","3835 E Thousand Oaks Blvd, Westlake Village, California, 91362",34.163448998780666,-118.82469199543107
15025 E Whittier Blvd,Whittier,California (CA),90603,"15025 E Whittier Blvd, Whittier, CA, 90603, US","15025E Whittier Blvd, Whittier, California, 90603",33.94928097908817,-118.00542298611506
21055 Ventura Blvd,Woodland Hills,California (CA),91364,"21055 Ventura Blvd, Woodland Hills, CA, 91364, US","21055 Ventura Blvd, Woodland Hills, California, 91364",34.167244995090755,-118.59234597468392
19655 Yorba Linda Blvd,Yorba Linda,California (CA),92886,"19655 Yorba Linda Blvd, Yorba Linda, CA, 92886, US","19655 Yorba Linda Blvd, Yorba Linda, California, 92886",33.88974499138526,-117.79228300684704
1906 28th St,Boulder,Colorado (CO),80301,"1906 28th St, Boulder, CO, 80301, US","1906 28th St, Boulder, Colorado, 80301",40.020262980843086,-105.25780503882925
5342 N Nevada Ave,Colorado Springs,Colorado (CO),80918,"5342 N Nevada Ave, Colorado Springs, CO, 80918, US","5342 N Nevada Ave, Colorado Springs, Colorado, 80918",38.90724099655972,-104.81727400087624
5338 N Nevada Avenue,Colorado Springs,Colorado (CO),80918,"5338 N Nevada Avenue, Colorado Springs, CO, 80918, US","5338 N Nevada Ave, Colorado Springs, Colorado, 80918",38.9051313514184,-104.81719368938393
661 Logan Street,Denver,Colorado (CO),80203,"661 Logan Street, Denver, CO, 80203, US","661 N Logan St, Denver, Colorado, 80203",39.72693899168024,-104.98270997078284
790 N Colorado Blvd,Denver,Colorado (CO),80206,"790 N Colorado Blvd, Denver, CO, 80206, US","790 Colorado Blvd, Denver, Colorado, 80206",39.72882299205699,-104.94028798534548
750 N Colorado Blvd,Denver,Colorado (CO),80206,"750 N Colorado Blvd, Denver, CO, 80206, US","750 Colorado Blvd, Denver, Colorado, 80206",39.72882299205699,-104.94028798534548
"3500 S College Ave, Ste 110",Fort Collins,Colorado (CO),80525,"3500 S College Ave, Ste 110, Fort Collins, CO, 80525, US","3500 S College Ave, Ste 110, Fort Collins, Colorado, 80525",40.53929599027117,-105.07527602141504
"5910 S University Blvd, Suite E1",Greenwood Village,Colorado (CO),80121,"5910 S University Blvd, Suite E1, Greenwood Village, CO, 80121, US","5910 S University Blvd, Ste E1, Greenwood Village, Colorado, 80121",39.60826800652234,-104.95818502500569
8055 West Bowles Ave,Littleton,Colorado (CO),80123,"8055 West Bowles Ave, Littleton, CO, 80123, US","8055 W Bowles Ave, Littleton, Colorado, 80123",39.612175985058855,-105.08891497044308
18374 Cottonwood Drive #150,Parker,Colorado (CO),80138,"18374 Cottonwood Drive #150, Parker, CO, 80138, US","18374 Cottonwood Dr, Parker, Colorado, 80138",39.558750009747534,-104.7772931866516
113 Mill Plain Rd,Danbury,Connecticut (CT),06811,"113 Mill Plain Rd, Danbury, CT, 06811, US","113 Mill Plain Rd, Danbury, Connecticut, 06811",41.392689990528254,-73.52289702441678
436 Boston Post Rd,Darien,Connecticut (CT),06820,"436 Boston Post Rd, Darien, CT, 06820, US","436 Boston Post Rd, Darien, Connecticut, 06820",41.08448622149599,-73.4626322448226
2258 Black Rock Turnpike,Fairfield,Connecticut (CT),06825,"2258 Black Rock Turnpike, Fairfield, CT, 06825, US","2258 Black Rock Tpke, Fairfield, Connecticut, 06825",41.18305398206368,-73.25350097997743
400 Hebron Ave,Glastonbury,Connecticut (CT),06033,"400 Hebron Ave, Glastonbury, CT, 06033, US","400 Hebron Ave, Glastonbury, Connecticut, 06033",41.713638731145,-72.59957057273174
1510 Pleasant Valley Road,Manchester,Connecticut (CT),06042,"1510 Pleasant Valley Road, Manchester, CT, 06042, US","1510 Pleasant Valley Rd, Manchester, Connecticut, 06042",41.80636800909713,-72.55962599653733
560 Boston Post Rd,Orange,Connecticut (CT),06477,"560 Boston Post Rd, Orange, CT, 06477, US","560 Boston Post Rd, Orange, Connecticut, 06477",41.25104898645125,-73.01923399466054
1041 High Ridge Rd,Stamford,Connecticut (CT),06905,"1041 High Ridge Rd, Stamford, CT, 06905, US","1041 High Ridge Rd, Stamford, Connecticut, 06905",41.10689797955885,-73.54735701044433
1489 New Britain Ave,West Hartford,Connecticut (CT),06110,"1489 New Britain Ave, West Hartford, CT, 06110, US","1489 New Britain Ave, West Hartford, Connecticut, 06110",41.722908016165206,-72.75936197152332
400 Post Road E,Westport,Connecticut (CT),06880,"400 Post Road E, Westport, CT, 06880, US","400 Post Rd E, Westport, Connecticut, 06880",41.14010200888853,-73.35211197536071
2101 Wisconsin Ave NW Suite A,Washington,District Of Columbia (DC),20007,"2101 Wisconsin Ave NW Suite A, Washington, DC, 20007, US","2101 Wisconsin Ave NW, Washington, District of Columbia, 20007",38.917312984781944,-77.0686882441252
1914 14th St NW,Washington,District Of Columbia (DC),20009,"1914 14th St NW, Washington, DC, 20009, US","1914 14th St NW, Washington, District of Columbia, 20009",38.91610087776374,-77.0322456569561
1101 25th Street NW,Washington,District Of Columbia (DC),20037,"1101 25th Street NW, Washington, DC, 20037, US","1101 25th St NW, Washington, District of Columbia, 20037",38.904198952440254,-77.05301450428227
750 Pennsylvania Ave SE,Washington,District Of Columbia (DC),20003,"750 Pennsylvania Ave SE, Washington, DC, 20003, US","750 Pennsylvania Ave SE, Washington, District of Columbia, 20003",38.884760816062226,-76.99547516973479
350 Florida Ave. NE,Washington,District Of Columbia (DC),20002,"350 Florida Ave. NE, Washington, DC, 20002, US","350 Florida Ave NE, Washington, District of Columbia, 20002",38.907766206612706,-77.0010648095054
2500 Fashion Center Blvd.,Newark,Delaware (DE),19702,"2500 Fashion Center Blvd., Newark, DE, 19702, US","2500 Fashion Center Blvd, Newark, Delaware, 19702",39.672893988747575,-75.6472870314714
5605 Concord Pike,Wilmington,Delaware (DE),19803,"5605 Concord Pike, Wilmington, DE, 19803, US","5605 Concord Pike, Wilmington, Delaware, 19803",39.83370800960515,-75.54101103709127
855 S Federal Hwy,Boca Raton,Florida (FL),33432,"855 S Federal Hwy, Boca Raton, FL, 33432, US","855 S Federal Hwy, Boca Raton, Florida, 33432",26.342150013121852,-80.08722196337172
211 S. Dixie Highway,Coral Gables,Florida (FL),33133,"211 S. Dixie Highway, Coral Gables, FL, 33133, US","211 S Dixie Hwy, Miami, Florida, 33133",25.72927307764823,-80.25816131771577
2796 N. University Drive,Coral Springs,Florida (FL),33065,"2796 N. University Drive, Coral Springs, FL, 33065, US","2796 N University Dr, Coral Springs, Florida, 33065",26.265007783849548,-80.25021191074777
2296 S University Dr,Davie,Florida (FL),33324,"2296 S University Dr, Davie, FL, 33324, US","2296 S University Dr, Fort Lauderdale, Florida, 33324",26.092729992742058,-80.2511162383834
1851 S Federal Highway #500,Delray Beach,Florida (FL),33483,"1851 S Federal Highway #500, Delray Beach, FL, 33483, US","1851 S Federal Hwy, Unit 500, Delray Beach, Florida, 33483",26.439103990066386,-80.07024701687985
1560 N Federal Hwy,Fort Lauderdale,Florida (FL),33304,"1560 N Federal Hwy, Fort Lauderdale, FL, 33304, US","1560 N Federal Hwy, Fort Lauderdale, Florida, 33304",26.14808301262002,-80.11896900838192
4983 S. Cleveland Avenue,Fort Myers,Florida (FL),33907,"4983 S. Cleveland Avenue, Fort Myers, FL, 33907, US","4983 S Cleveland Ave, Fort Myers, Florida, 33907",26.587243064580136,-81.86984925617922
3724 SW Archer Rd,Gainesville,Florida (FL),32608,"3724 SW Archer Rd, Gainesville, FL, 32608, US","3724 SW Archer Rd, Gainesville, Florida, 32608",29.62310397979948,-82.37977801001621
11112 San Jose Blvd,Jacksonville,Florida (FL),32223,"11112 San Jose Blvd, Jacksonville, FL, 32223, US","11112 San Jose Blvd, Jacksonville, Florida, 32223",30.174137000075604,-81.63004803547172
4180 S 3rd St,Jacksonville Beach,Florida (FL),32250,"4180 S 3rd St, Jacksonville Beach, FL, 32250, US","4180 3rd St S, Jacksonville Beach, Florida, 32250",30.25716432467016,-81.38817922461969
3191 NE 1st Ave,Miami,Florida (FL),33137,"3191 NE 1st Ave, Miami, FL, 33137, US","3191 NE 1st Ave, Miami, Florida, 33137",25.806180991142142,-80.19265398392112
9205 S Dixie Hwy,Miami,Florida (FL),33156,"9205 S Dixie Hwy, Miami, FL, 33156, US","9205 S Dixie Hwy, Pinecrest, Florida, 33156",25.68433498297088,-80.31252601198504
1683 West Ave,Miami Beach,Florida (FL),33139,"1683 West Ave, Miami Beach, FL, 33139, US","1683 West Ave, Miami Beach, Florida, 33139",25.79179098168005,-80.14211898676218
10600 Tamiami Trail N,Naples,Florida (FL),34108,"10600 Tamiami Trail N, Naples, FL, 34108, US","10600 Tamiami Trl N, Naples, Florida, 34108",26.26793999516775,-81.80052102627256
8323 Sand Lake Rd,Orlando,Florida (FL),32819,"8323 Sand Lake Rd, Orlando, FL, 32819, US","8323 W Sand Lake Rd, Orlando, Florida, 32819",28.450656020292385,-81.496572010916
2560 PGA Blvd,Palm Beach Gardens,Florida (FL),33410,"2560 PGA Blvd, Palm Beach Gardens, FL, 33410, US","2560 Pga Blvd, Palm Beach Gardens, Florida, 33410",26.843747993392753,-80.07416798736628
11960 Pines Blvd,Pembroke Pines,Florida (FL),33026,"11960 Pines Blvd, Pembroke Pines, FL, 33026, US","11960 Pines Blvd, Pembroke Pines, Florida, 33026",26.00596901774685,-80.3099940066738
4101 S Tamiami Trail,Sarasota,Florida (FL),34231,"4101 S Tamiami Trail, Sarasota, FL, 34231, US","4101 S Tamiami Trl, Sarasota, Florida, 34231",27.294722709673913,-82.53052551539777
2742 4th St N,St. Petersburg,Florida (FL),33704,"2742 4th St N, St. Petersburg, FL, 33704, US","2742 4th St N, Saint Petersburg, Florida, 33704",27.797367008308584,-82.63892600435713
3425 Thomasville Rd,Tallahassee,Florida (FL),32309,"3425 Thomasville Rd, Tallahassee, FL, 32309, US","3425 Thomasville Rd, Tallahassee, Florida, 32309",30.504066017691073,-84.25065400276829
3808 W Swann Ave,Tampa,Florida (FL),33609,"3808 W Swann Ave, Tampa, FL, 33609, US","3808 W Swann Ave, Tampa, Florida, 33609",27.937267007277,-82.50634600525086
2877 South State Rd 7,Wellington,Florida (FL),33414,"2877 South State Rd 7, Wellington, FL, 33414, US","2877 S State Road 7, Wellington, Florida, 33414",26.63686539821181,-80.20572095187647
131 Orlando Ave.,Winter Park,Florida (FL),32789,"131 Orlando Ave., Winter Park, FL, 32789, US","131 N Orlando Ave, Winter Park, Florida, 32789",28.598310997988236,-81.36589503910668
1850 Epps Bridge Pkwy,Athens,Georgia (GA),30606,"1850 Epps Bridge Pkwy, Athens, GA, 30606, US","1850 Epps Bridge Pkwy, Athens, Georgia, 30606",33.91579401861681,-83.44326097678545
931 Monroe Dr,Atlanta,Georgia (GA),30308,"931 Monroe Dr, Atlanta, GA, 30308, US","931 Monroe Dr NE, Atlanta, Georgia, 30308",33.77985501372248,-84.36763502860798
3183 Peachtree Rd,Atlanta,Georgia (GA),30305,"3183 Peachtree Rd, Atlanta, GA, 30305, US","3183 Peachtree Rd NE, Atlanta, Georgia, 30305",33.8409610157092,-84.37490096519464
4250 Roswell Road,Marietta,Georgia (GA),30062,"4250 Roswell Road, Marietta, GA, 30062, US","4250 Roswell Rd, Marietta, Georgia, 30062",33.98365298471583,-84.42608597894483
5185 Peachtree Pkwy,Norcross,Georgia (GA),30092,"5185 Peachtree Pkwy, Norcross, GA, 30092, US","5185 Peachtree Pkwy, Peachtree Corners, Georgia, 30092",33.97967510407143,-84.21648907486663
635 W Crossville Rd,Roswell,Georgia (GA),30075,"635 W Crossville Rd, Roswell, GA, 30075, US","635 W Crossville Rd, Roswell, Georgia, 30075",34.0593909817093,-84.37967001664437
6277 Roswell Road NE,Sandy Springs,Georgia (GA),30328,"6277 Roswell Road NE, Sandy Springs, GA, 30328, US","6277 Roswell Rd, Atlanta, Georgia, 30328",33.92594001904406,-84.37812196294689
920 Ponseti Way,Coralville,Iowa (IA),52241,"920 Ponseti Way, Coralville, IA, 52241, US","920 Ponseti Way, Coralville, Iowa, 52241",41.683284832017165,-91.56468737477655
6305 Mills Civic Pkwy,West Des Moines,Iowa (IA),50266,"6305 Mills Civic Pkwy, West Des Moines, IA, 50266, US","6305 Mills Civic Pkwy, West Des Moines, Iowa, 50266",41.56171199007039,-93.79329603807689
300 S Capitol Blvd,Boise,Idaho (ID),83702,"300 S Capitol Blvd, Boise, ID, 83702, US","300 S Capitol Blvd, Boise, Idaho, 83702",43.612994995719276,-116.20375502677808
2986 N. Eagle RD.,Meridian,Idaho (ID),83646,"2986 N. Eagle RD., Meridian, ID, 83646, US","2986 N Eagle Rd, Meridian, Idaho, 83646",43.6319043597355,-116.35237379761057
1800 S Randall Rd,Algonquin,Illinois (IL),60102,"1800 S Randall Rd, Algonquin, IL, 60102, US","1800 S Randall Rd, Algonquin, Illinois, 60102",42.15274001571942,-88.33979396537868
17 W Rand Rd,Arlington Heights,Illinois (IL),60004,"17 W Rand Rd, Arlington Heights, IL, 60004, US","17 W Rand Rd, Arlington Heights, Illinois, 60004",42.11348098335483,-87.9844339601623
1942 W Fabyan Pkwy,Batavia,Illinois (IL),60510,"1942 W Fabyan Pkwy, Batavia, IL, 60510, US","1942 W Fabyan Pkwy, Batavia, Illinois, 60510",41.863733000058545,-88.33896901846815
3745 N Lincoln Ave,Chicago,Illinois (IL),60613,"3745 N Lincoln Ave, Chicago, IL, 60613, US","3745 N Lincoln Ave, Chicago, Illinois, 60613",41.950021005212335,-87.67514399610234
667 W Diversey Pkwy,Chicago,Illinois (IL),60614,"667 W Diversey Pkwy, Chicago, IL, 60614, US","667 W Diversey Pkwy, Chicago, Illinois, 60614",41.93243200049383,-87.64622098190999
1840 N Clybourn Ave,Chicago,Illinois (IL),60614,"1840 N Clybourn Ave, Chicago, IL, 60614, US","1840 N Clybourn Ave, Chicago, Illinois, 60614",41.91440298776814,-87.65510999022756
44 E Ontario St,Chicago,Illinois (IL),60611,"44 E Ontario St, Chicago, IL, 60611, US","44 E Ontario St, Chicago, Illinois, 60611",41.893596002782516,-87.62657002901032
1147 S Wabash Ave,Chicago,Illinois (IL),60605,"1147 S Wabash Ave, Chicago, IL, 60605, US","1147 S Wabash Ave, Chicago, Illinois, 60605",41.86805701435918,-87.625347025518
1528 E 55th Street,Chicago,Illinois (IL),60615,"1528 E 55th Street, Chicago, IL, 60615, US","1528 E 55th St, Chicago, Illinois, 60615",41.795807984562515,-87.58846899847894
122 Ogden Ave,Downers Grove,Illinois (IL),60515,"122 Ogden Ave, Downers Grove, IL, 60515, US","122 Ogden Ave, Downers Grove, Illinois, 60515",41.81070300369092,-87.98917300439867
1211 Chicago Avenue,Evanston,Illinois (IL),60202,"1211 Chicago Avenue, Evanston, IL, 60202, US","1211 Chicago Ave, Evanston, Illinois, 60202",42.03984298838296,-87.68007699757818
680 Roosevelt Rd,Glen Ellyn,Illinois (IL),60137,"680 Roosevelt Rd, Glen Ellyn, IL, 60137, US","680 Roosevelt Rd, Glen Ellyn, Illinois, 60137",41.86053899203452,-88.05899802970653
1407 Waukegan Rd,Glenview,Illinois (IL),60025,"1407 Waukegan Rd, Glenview, IL, 60025, US","1407 Waukegan Rd, Glenview, Illinois, 60025",42.08100500613497,-87.79715299038084
25 N La Grange Rd,La Grange,Illinois (IL),60525,"25 N La Grange Rd, La Grange, IL, 60525, US","25 N La Grange Rd, La Grange, Illinois, 60525",41.81684601670915,-87.86933198937649
735 W Route 22,Lake Zurich,Illinois (IL),60047,"735 W Route 22, Lake Zurich, IL, 60047, US","735 W IL Route 22, Lake Zurich, Illinois, 60047",42.18888227929776,-88.10895442408926
1600 S Milwaukee Ave,Libertyville,Illinois (IL),60048,"1600 S Milwaukee Ave, Libertyville, IL, 60048, US","1600 S Milwaukee Ave, Libertyville, Illinois, 60048",42.25513003405888,-87.94684062150625
44 W Gartner Rd,Naperville,Illinois (IL),60540,"44 W Gartner Rd, Naperville, IL, 60540, US","44 W Gartner Rd, Naperville, Illinois, 60540",41.754210987945186,-88.1406859625786
127 Skokie Blvd,Northbrook,Illinois (IL),60062,"127 Skokie Blvd, Northbrook, IL, 60062, US","127 Skokie Blvd, Northbrook, Illinois, 60062",42.15023001290402,-87.79825596501969
483 N Harlem Ave,Oak Park,Illinois (IL),60301,"483 N Harlem Ave, Oak Park, IL, 60301, US","483 N Harlem Ave, Oak Park, Illinois, 60301",41.89007099340208,-87.80472201658633
14924 S La Grange Rd,Orland Park,Illinois (IL),60462,"14924 S La Grange Rd, Orland Park, IL, 60462, US","14924 S La Grange Rd, Orland Park, Illinois, 60462",41.61873499938227,-87.85539598569991
190 N NW Highway,Park Ridge,Illinois (IL),60068,"190 N NW Highway, Park Ridge, IL, 60068, US","190 N Northwest Hwy, Park Ridge, Illinois, 60068",42.01260100678195,-87.83219898484283
